PuzzleId,GeneratedThemes
Fvei5,mateIn1 mate hangingPiece oneMove
Fvilc,deflection rookEndgame long
Fvr6B,pin short
Fw4pv,mateIn1 mate oneMove
Fw7Pc,mateIn1 mate kingsideAttack oneMove
FwJmz,mateIn2 mate short
FwK7s,quietMove short
Fwhgt,hangingPiece short
FwuvA,advancedPawn quietMove veryLong
Fx0P7,advancedPawn rookEndgame short
Fx9Q5,mateIn1 mate oneMove
FxCNK,fork short
Fxc1N,fork veryLong
FxgMC,short
Fxkrg,fork short
Fxvaz,mateIn1 mate oneMove
FyUUg,fork veryLong
FyeAo,capturingDefender short
Fyug4,discoveredAttack veryLong
Fz37q,advancedPawn short
Fz5yn,mateIn4 mate kingsideAttack veryLong
FzAgE,pawnEndgame long
FzGm5,fork short
FzKl0,mateIn1 mate kingsideAttack oneMove
Fza6H,defensiveMove rookEndgame long
FzaHL,long
FzdT5,pawnEndgame short
Fzvws,mateIn4 mate pin queensideAttack veryLong
G0XNT,mateIn2 mate short
G0dA2,advancedPawn bishopEndgame long
G0lJ4,long
G1iv1,attackingF2F7 short
G1lGD,long
G1t2R,short
G2Ojo,defensiveMove short
G2g8F,advancedPawn promotion long
G3DgJ,advancedPawn interference short
G3S4u,quietMove defensiveMove pawnEndgame veryLong
G3SKE,mateIn2 mate kingsideAttack short
G3xXt,short
G4Atv,veryLong
G4ICK,skewer rookEndgame short
G4SBR,mateIn3 mate exposedKing rookEndgame long
G4YZx,advancedPawn rookEndgame long
G4jAf,attraction sacrifice discoveredAttack queensideAttack long
G56a2,defensiveMove trappedPiece short
G58jG,fork long
G59sr,mateIn1 mate kingsideAttack oneMove
G5Dqg,mateIn3 mate sacrifice clearance kingsideAttack long
G5RM3,mateIn2 mate backRankMate short
G5XQG,mateIn1 mate kingsideAttack oneMove
G5a2m,mateIn1 mate oneMove
G5j0Q,quietMove queenEndgame long
G66tq,short
G6O29,discoveredAttack short
G6RIV,mateIn3 mate clearance long
G6TYn,mateIn1 mate kingsideAttack oneMove
G6yen,attraction fork long
G79XY,mateIn1 mate oneMove
G7JPE,short
G7PjA,fork short
G7fNN,mateIn3 mate backRankMate long
G8Dwa,fork long
G8TyQ,mateIn2 mate pin short
G8hZg,mateIn1 mate oneMove
G8jXh,fork long
G91BU,mateIn1 mate oneMove
G97OI,mateIn2 mate backRankMate short
G9JOo,mateIn1 mate rookEndgame oneMove
G9aAz,mateIn2 mate fork short
G9dlF,advancedPawn fork exposedKing veryLong
G9igv,defensiveMove rookEndgame short
G9zzD,discoveredAttack short
GAL9Y,mateIn1 mate oneMove
GArsZ,fork long
GAvSr,fork short
GBLh6,discoveredAttack long
GBPVZ,discoveredAttack short
GBQQM,advancedPawn long
GBWJZ,long
GBXtM,mateIn1 mate oneMove
GBblP,advancedPawn short
GBgfy,fork short
GBmEu,deflection long
GBumz,mateIn2 mate kingsideAttack short
GCLfO,fork long
GCUM9,pin veryLong
GCurE,mateIn1 mate hangingPiece oneMove
GD5zb,fork short
GDFFr,mateIn1 mate oneMove
GDHoh,mateIn2 mate short
GDOCu,hangingPiece long
GDPCT,pin kingsideAttack short
GDvbQ,advancedPawn veryLong
GEBBD,mateIn1 mate oneMove
GEHtT,intermezzo pin long
GEdgK,mateIn1 mate smotheredMate oneMove
GEjfB,short
GF9kb,attraction sacrifice fork discoveredAttack exposedKing collinearMove veryLong
GFS3h,mateIn3 mate backRankMate sacrifice long
GFaNl,short
GFmzt,deflection advancedPawn promotion rookEndgame short
GG0Ct,exposedKing long
GGVBC,veryLong
GGWHJ,rookEndgame short
GHAci,advancedPawn promotion rookEndgame veryLong
GHKW3,discoveredAttack short
GHV3O,mateIn2 mate short
GHjhY,fork long
GIIfB,mateIn1 mate oneMove
GIQka,mateIn1 mate oneMove
GIffV,quietMove short
GIrqW,mateIn1 mate kingsideAttack oneMove
GJXXS,mateIn1 mate backRankMate oneMove
GJXaB,quietMove sacrifice skewer veryLong
GKWeZ,pawnEndgame long
GKiIk,intermezzo short
GLiC0,discoveredAttack short
GLrGy,fork short
GLuQ9,long
GMOrO,short
GMQjb,discoveredAttack short
GMbxr,advancedPawn defensiveMove long
GMilo,mateIn2 mate short
GOHMm,mateIn3 mate long
GOI8d,mateIn2 mate short
GOQzQ,mateIn1 mate kingsideAttack oneMove
GOwAm,mateIn1 mate oneMove
GPF67,fork short
GParg,mateIn1 mate oneMove
GPfAR,mateIn1 mate oneMove
GPlwO,advancedPawn queenEndgame short
GQJp9,attraction sacrifice discoveredAttack long
GQMI5,exposedKing veryLong
GQZ2o,mateIn1 mate queenRookEndgame oneMove
GQuaR,mateIn3 mate attraction doubleCheck sacrifice kingsideAttack long
GR1yD,discoveredAttack short
GR7D6,pawnEndgame veryLong
GR92O,fork discoveredAttack long
GRBvf,mateIn1 mate queensideAttack oneMove
GRCuf,mateIn1 mate oneMove
GRqtI,short
GSVIr,mateIn4 mate anastasiaMate attraction sacrifice fork veryLong
GSfqj,mateIn2 mate backRankMate queenRookEndgame short
GSj7H,advancedPawn fork veryLong
GSkHM,advancedPawn quietMove promotion veryLong
GSqgA,fork short
GT5N5,fork short
GT7Z1,defensiveMove pawnEndgame short
GT92Z,short
GTA3k,sacrifice discoveredAttack exposedKing long
GTC65,deflection short
GTS30,pin short
GTcEI,kingsideAttack long
GTdBa,mateIn2 mate sacrifice kingsideAttack short
GTlmm,pin short
GUQZf,advancedPawn kingsideAttack short
GUTHT,attraction deflection sacrifice fork long
GUZwQ,mateIn1 mate oneMove
GVHYi,mateIn2 mate kingsideAttack short
GVSNt,mateIn3 mate long
GVg8s,short
GVv04,hangingPiece long
GWLWB,advancedPawn promotion queenEndgame long
GWkjV,hangingPiece short
GWsL9,mateIn1 mate oneMove
GWu5P,mateIn1 mate kingsideAttack oneMove
GX0Ci,short
GXb1Y,long
GXdr0,long
GXmHs,deflection long
GXx6L,mateIn1 mate backRankMate hangingPiece oneMove
GY7Zu,trappedPiece discoveredAttack short
GYMn8,advancedPawn pin clearance rookEndgame long
GYOUS,short
GYYlH,fork short
GYpjA,defensiveMove long
GZ3Pc,mateIn2 mate backRankMate short
GZLaS,mateIn3 mate exposedKing long
GZN63,discoveredAttack exposedKing long
GZeYR,exposedKing rookEndgame long
GZf89,mateIn1 mate oneMove
GZj3g,advancedPawn knightEndgame long
GZlxr,pawnEndgame long
GZreQ,mateIn1 mate kingsideAttack oneMove
GZudA,long
GZwwr,pin long
Gaddl,pin short
GajfW,mateIn1 mate kingsideAttack oneMove
Gakeb,mateIn1 mate oneMove
Gb1sh,mateIn1 mate advancedPawn pawnEndgame oneMove
Gb6jK,mateIn2 mate backRankMate sacrifice short
Gb7h4,mateIn2 mate short
GbKVU,fork short
GbOcW,short
GbVK6,mateIn2 mate short
Gbbub,mateIn1 mate oneMove
GcP3E,rookEndgame long
GcRDZ,deflection sacrifice short
GcTwp,xRayAttack short
Gcvdj,defensiveMove veryLong
GdGP4,quietMove long
GdZFl,mateIn2 mate short
GdwUm,mateIn2 mate kingsideAttack short
Ge2IP,mateIn2 mate xRayAttack kingsideAttack short
Ge3Nj,mateIn2 mate kingsideAttack short
Ge6SP,advancedPawn quietMove promotion pawnEndgame veryLong
GeRCP,skewer rookEndgame long
GefoN,quietMove exposedKing rookEndgame veryLong
GewFl,short
Gf9OS,mateIn1 mate oneMove
GfITz,defensiveMove veryLong
GfQmJ,mateIn1 mate oneMove
GfmqB,long
GfwU5,mateIn1 mate oneMove
Gg1EQ,mateIn3 mate sacrifice long
GgFAE,bishopEndgame short
GgQfz,discoveredAttack short
GgmAV,fork long
GgwVk,defensiveMove pawnEndgame short
Gh2Qq,mateIn2 mate queenRookEndgame short
GhEQm,attraction sacrifice fork long
GhJRl,mateIn1 mate oneMove
GhQgC,short
GhTLP,sacrifice kingsideAttack long
GhTML,kingsideAttack long
GhZyk,mateIn2 mate kingsideAttack short
GhdoE,mateIn1 mate oneMove
Ghivq,short
GhuVx,mateIn2 mate advancedPawn promotion short
GhzQc,mateIn1 mate attackingF2F7 oneMove
GiN7n,defensiveMove pawnEndgame short
GiT4D,mateIn2 mate short
GiZyS,mateIn2 mate pin short
GikZB,mateIn1 mate rookEndgame oneMove
GjK8A,mateIn1 mate oneMove
GjX1g,short
Gjbtq,short
GjrZ2,fork short
GkCl6,mateIn2 mate short
GkpR1,fork short
Gl3xV,kingsideAttack long
Gl4U0,short
Gl4kH,short
GlWGW,short
GlYNx,mateIn1 mate kingsideAttack oneMove
Glh0H,pawnEndgame short
GlvkF,discoveredAttack short
Gm4wu,rookEndgame short
GmRXa,mateIn2 mate kingsideAttack short
Gmc0q,long
GmhL8,mateIn1 mate backRankMate oneMove
Gmojx,defensiveMove bishopEndgame short
GmyRX,mateIn2 mate short
Gne57,short
Gngqt,kingsideAttack short
Go1Lw,long
Go421,exposedKing long
GoMxY,skewer rookEndgame short
Gp1HS,hangingPiece short
GpPff,pin short
Gphtp,mateIn1 mate hangingPiece oneMove
GprdP,pin long
Gq6Ws,attraction sacrifice fork rookEndgame long
GqLXi,discoveredAttack short
GqU8M,short
GqVxt,mateIn2 mate short
GrFYL,mateIn3 mate sacrifice long
GrJ0A,mateIn2 mate fork short
GrNG3,quietMove long
GrWvf,skewer rookEndgame short
GrieQ,fork short
Grrja,hangingPiece long
Grrjj,mateIn2 mate short
GsBY7,exposedKing pin long
GsDaI,mateIn2 mate backRankMate sacrifice short
GsJNJ,pin short
GsW1N,mateIn1 mate oneMove
GshzG,fork short
GspCi,mateIn2 mate short
Gtu3u,mateIn2 mate queensideAttack short
GuCMH,attraction long
GuL5b,exposedKing long
GuOff,mateIn3 mate backRankMate sacrifice long
GuQfz,short
GuYlU,hangingPiece long
GudnP,mateIn1 mate queenEndgame oneMove
GulTH,mateIn1 mate backRankMate oneMove
GutbR,short
GvTkX,fork long
Gva7R,advancedPawn quietMove bishopEndgame veryLong
Gvhji,mateIn1 mate oneMove
Gvv0o,mateIn1 mate oneMove
Gw0YZ,mateIn2 mate doubleCheck short
GwTrW,fork short
GwhHM,short
GwnFC,mateIn1 mate oneMove
Gwnr0,skewer bishopEndgame short
Gwqbz,mateIn1 mate oneMove
GwuGg,mateIn2 mate short
Gx6Br,pin long
Gx7yC,mateIn2 mate doubleCheck short
Gx8co,sacrifice queensideAttack long
GxAqn,short
GxRQ0,mateIn1 mate oneMove
Gxsn2,mateIn2 mate short
GyZ8j,pin short
Gz5TA,enPassant short
GzEJi,pin short
GzTpX,quietMove defensiveMove long
Gzlqk,fork short
H04BX,queenEndgame short
H0x5R,defensiveMove rookEndgame short
H12A0,mateIn1 mate oneMove
H1KPv,long
H1LPz,long
H1RaT,deflection rookEndgame long
H1nml,veryLong
H1qVP,bishopEndgame short
H1ylb,pin kingsideAttack short
H2Prk,skewer rookEndgame short
H2agg,mateIn1 mate oneMove
H32Gp,discoveredAttack long
H3Nr2,attraction fork long
H4CRS,fork short
H4aT2,short
H4vQt,fork exposedKing long
H5DKL,mateIn3 mate exposedKing long
H5MAx,discoveredAttack kingsideAttack short
H5PTI,long
H5l91,mateIn1 mate kingsideAttack oneMove
H5xN3,advancedPawn promotion short
H6C1D,skewer long
H6FgF,advancedPawn promotion knightEndgame veryLong
H6e5t,attraction intermezzo kingsideAttack short
H6hEz,advancedPawn long
H6uqU,mateIn1 mate oneMove
H7Psm,fork short
H7Sw7,mateIn3 mate sacrifice pin clearance kingsideAttack long
H8Lt8,short
H8eU6,discoveredAttack short
H8iOe,short
H9PqK,defensiveMove long
H9ac0,skewer short
H9bhP,deflection advancedPawn sacrifice exposedKing promotion rookEndgame long
H9cHN,mateIn1 mate oneMove
H9gZw,mateIn1 mate oneMove
H9vLE,discoveredAttack long
H9yUO,mateIn1 mate oneMove
HA8oA,mateIn2 mate hangingPiece short
HAJTZ,mateIn1 mate oneMove
HB6lS,mateIn2 mate short
HBSCi,mateIn1 mate kingsideAttack oneMove
HCgL7,veryLong
HCguc,advancedPawn quietMove long
HCjLK,pin capturingDefender long
HCo22,skewer long
HD0as,mateIn1 mate oneMove
HD6b9,fork short
HD7Of,intermezzo short
HDIHQ,fork long
HDNFi,mateIn1 mate oneMove
HDTWz,mateIn2 mate deflection short
HDgMH,mateIn2 mate short
HDia3,advancedPawn exposedKing promotion long
HDuIV,deflection long
HDzTs,mateIn1 mate oneMove
HEcEb,mateIn2 mate kingsideAttack short
HEjqY,quietMove queenEndgame long
HEqLY,mateIn1 mate kingsideAttack oneMove
HFBCw,fork long
HFDMe,fork short
HFH7q,discoveredAttack long
HFOgv,advancedPawn knightEndgame long
HFctW,mateIn1 mate oneMove
HFleO,fork pin short
HGfjZ,mateIn1 mate oneMove
HH703,discoveredAttack queensideAttack short
HHM5i,pin kingsideAttack short
HHajD,hangingPiece short
HHmw8,mateIn1 mate oneMove
HHnPx,pin short
HI0gR,mateIn3 mate backRankMate sacrifice long
HIHyx,fork pin long
HIc9X,defensiveMove long
HIxQX,mateIn1 mate oneMove
HJ0jl,fork short
HJNg0,mateIn3 mate kingsideAttack long
HJWqR,hangingPiece short
HK1bO,pin clearance long
HK4YQ,capturingDefender short
HK5We,mateIn2 mate short
HK7cb,short
HKMA5,mateIn1 mate oneMove
HKRqr,pin kingsideAttack long
HL0qv,mateIn1 mate kingsideAttack oneMove
HL25Z,attraction fork veryLong
HLICb,advancedPawn discoveredAttack long
HLOPv,short
HLYSr,mateIn1 mate queensideAttack oneMove
HLaQZ,long
HLwtt,short
HMFFb,attraction veryLong
HMGBe,mateIn1 mate bishopEndgame oneMove
HMY36,mateIn2 mate attraction sacrifice kingsideAttack short
HMaNc,mateIn3 mate smotheredMate doubleCheck sacrifice kingsideAttack long
HN7dy,fork short
HN9yL,mateIn1 mate oneMove
HNIwR,pin long
HNY2K,mateIn1 mate hangingPiece oneMove
HNaZW,mateIn3 mate backRankMate sacrifice long
HNcNt,kingsideAttack short
HNwKQ,deflection hangingPiece long
HONQG,short
HOaHu,long
HOxeE,mateIn2 mate short
HPGRr,pin short
HPWcW,mateIn1 mate queensideAttack oneMove
HPd75,mateIn1 mate kingsideAttack oneMove
HPuJ7,defensiveMove sacrifice bishopEndgame long
HPz7U,mateIn2 mate kingsideAttack short
HQ9rC,discoveredAttack kingsideAttack short
HQQcS,mateIn2 mate hookMate queensideAttack short
HQbim,deflection short
HQhjS,mateIn1 mate kingsideAttack oneMove
HRYM8,skewer long
HRfRs,fork long
HRrjo,mateIn2 mate doubleCheck short
HS3Gb,fork long
HSB20,sacrifice discoveredAttack long
HSBNx,bishopEndgame short
HSF2N,mateIn1 mate queenRookEndgame oneMove
HSRcV,mateIn2 mate sacrifice discoveredAttack kingsideAttack short
HSTem,trappedPiece short
HT51s,fork short
HTbUN,fork short
HTcYF,mateIn2 mate backRankMate sacrifice short
HTkD2,long
HUVLV,mateIn2 mate pin short
HUbhx,mateIn1 mate smotheredMate oneMove
HUejg,mateIn1 mate rookEndgame oneMove
HUzwQ,mateIn4 mate sacrifice queensideAttack veryLong
HV0Jq,mateIn3 mate backRankMate sacrifice long
HVIyv,mateIn1 mate kingsideAttack oneMove
HVp1L,discoveredAttack short
HW7Qp,fork discoveredAttack short
HW8nc,mateIn2 mate sacrifice kingsideAttack short
HWE1d,long
HWKyY,mateIn1 mate kingsideAttack oneMove
HWkAZ,attraction defensiveMove sacrifice discoveredAttack veryLong
HWwze,discoveredAttack short
HX8M4,deflection kingsideAttack short
HXXkE,mateIn1 mate oneMove
HXnro,mateIn1 mate backRankMate oneMove
HY8LQ,fork short
HYShl,short
HYWkL,short
HYcan,fork exposedKing long
HYeq3,short
HYr3l,discoveredAttack short
HZ0B6,discoveredAttack interference short
HZCDn,kingsideAttack long
HZGQ4,advancedPawn rookEndgame long
HZNpd,trappedPiece short
HZZW2,mateIn1 mate attackingF2F7 oneMove
HZjKG,short
HZu4P,advancedPawn defensiveMove promotion veryLong
HZxlZ,mateIn1 mate oneMove
HaKiA,long
HaUDW,veryLong
HaWH9,skewer rookEndgame short
HalBU,fork long
HbF0T,pawnEndgame long
Hc2cl,mateIn2 mate short
Hc6d7,short
HcCVx,discoveredAttack short
HdEYC,mateIn2 mate rookEndgame short
HdZnF,advancedPawn promotion short
HdcM7,mateIn2 mate backRankMate queenRookEndgame short
HdntA,kingsideAttack long
He5G6,queenEndgame long
HeWVG,attraction fork long
HelMd,advancedPawn quietMove rookEndgame short
HezHS,exposedKing long
HfCNg,mateIn1 mate smotheredMate oneMove
HfHbK,mateIn3 mate deflection kingsideAttack long
HfVvY,mateIn2 mate short
Hfc1o,mateIn3 mate long
HfiRq,long
HfjRU,long
HfmkQ,pin kingsideAttack long
Hfynf,trappedPiece short
Hg3sW,advancedPawn queenEndgame long
HgHpT,mateIn3 mate exposedKing long
HgbZj,hangingPiece bishopEndgame short
Hh8pX,mateIn2 mate short
HhQHC,defensiveMove short
HhXEC,defensiveMove rookEndgame short
Hhfxo,fork long
HhjfR,mateIn2 mate backRankMate short
Hi7Fy,short
HiELN,mateIn2 mate anastasiaMate pin short
HiWcj,mateIn1 mate oneMove
HiY5F,long
HibNn,mateIn3 mate hangingPiece exposedKing long
Hiv73,sacrifice kingsideAttack long
HiwMW,mateIn2 mate fork short
HjFJK,discoveredAttack short
HjSaI,mateIn2 mate deflection short
Hjnr8,short
Hjybs,discoveredAttack veryLong
HkIOP,fork short
HkyO2,defensiveMove fork long
HlXlR,sacrifice clearance short
Hles6,mateIn1 mate oneMove
HmETV,attraction fork long
HmRcK,fork short
HmjLI,mateIn2 mate short
HmzLY,mateIn2 mate short
HnChW,mateIn1 mate rookEndgame oneMove
HnIFy,short
HnxxK,mateIn2 mate short
Ho6kI,hangingPiece long
HoARi,long
HoFsY,short
HoSi1,short
HoUs7,mateIn3 mate exposedKing long
HoiUO,pin short
Houba,mateIn2 mate hangingPiece short
HozIW,mateIn1 mate hangingPiece oneMove
HpACS,mateIn3 mate backRankMate long
HpJd7,quietMove defensiveMove bishopEndgame long
HpNg7,advancedPawn veryLong
HpR3U,mateIn1 mate queenEndgame oneMove
HpiTe,fork short
Hpjnu,short
Hq5en,mateIn2 mate backRankMate queenRookEndgame short
HqkG3,mateIn1 mate oneMove
HrLZc,fork exposedKing veryLong
HrLtm,short
HsA5h,mateIn1 mate kingsideAttack oneMove
HsXlK,mateIn2 mate fork hangingPiece short
HsbRU,defensiveMove hangingPiece short
HslJS,fork long
HsmAT,xRayAttack kingsideAttack short
HtAGt,mateIn1 mate oneMove
HtNQZ,mateIn1 mate oneMove
HtNTc,short
HtU9f,attraction sacrifice pin long
HuJFQ,mateIn1 mate oneMove
HuTko,short
HuivV,mateIn1 mate hookMate oneMove
HunF9,mateIn2 mate kingsideAttack short
Hv8HG,mateIn1 mate oneMove
HvIUu,short
HvSxK,long
HvUj1,long
HvdGY,mateIn1 mate oneMove
HvgbH,mateIn1 mate oneMove
Hvln7,deflection long
Hvlxg,fork short
Hvrjq,mateIn1 mate attackingF2F7 oneMove
Hvrzi,advancedPawn long
HvtVf,fork long
HvwFF,sacrifice discoveredAttack long
HvxGr,fork interference long
Hw0Oc,mateIn1 mate pin oneMove
Hw3Fp,defensiveMove pin long
HwCOJ,mateIn1 mate oneMove
HwkWd,short
Hwx9j,mateIn3 mate deflection queensideAttack long
Hx5JP,mateIn2 mate short
HxbfF,mateIn2 mate advancedPawn promotion short
HyCqb,mateIn2 mate short
HymPE,quietMove short
Hyolj,mateIn2 mate short
Hyuvm,bishopEndgame long
Hze4r,long
I058r,advancedPawn defensiveMove rookEndgame short
I0NsW,long
I0Ux8,mateIn2 mate queenRookEndgame short
I0amn,short
I0eNg,intermezzo short
I0hYq,exposedKing queensideAttack long
I0mWj,mateIn1 mate oneMove
I13hw,mateIn1 mate oneMove
I19F5,mateIn2 mate short
I2Ga6,mateIn1 mate oneMove
I2Qs4,mateIn2 mate short
I2ZbP,mateIn1 mate oneMove
I2lLU,fork short
I3dYX,deflection long
I4HW3,defensiveMove short
I4Nhm,advancedPawn quietMove pawnEndgame veryLong
I4UPD,mateIn2 mate backRankMate queenEndgame short
I4VJq,long
I4u5a,quietMove long
I4xWd,advancedPawn fork veryLong
I5Hgp,fork short
I5jdh,deflection pin short
I6308,mateIn2 mate sacrifice queensideAttack short
I6W4Q,mateIn2 mate short
I76Xi,discoveredAttack short
I7N9M,advancedPawn sacrifice promotion long
I8EK0,discoveredAttack long
I8bK2,skewer long
I8cZ5,mateIn2 mate pin short
I9Odo,mateIn4 mate hookMate quietMove sacrifice exposedKing clearance veryLong
I9f6u,mateIn2 mate short
I9gkx,deflection sacrifice veryLong
IA48O,deflection advancedPawn promotion rookEndgame long
IAKoR,mateIn1 mate oneMove
IAPaR,rookEndgame short
IB5rE,fork short
IBKcj,sacrifice long
IBWLR,mateIn1 mate oneMove
IBc7S,mateIn1 mate oneMove
IBhSa,fork veryLong
IC0Gl,skewer short
ICAdL,hangingPiece pin queenRookEndgame veryLong
ICBaf,mateIn1 mate oneMove
ICDhH,mateIn1 mate queenEndgame oneMove
ICKvE,short
ICgKj,exposedKing pin long
ICiy2,defensiveMove long
ICr7t,pin long
IDHoU,exposedKing long
IDOu3,fork short
IDacv,mateIn1 mate oneMove
IDlNh,advancedPawn defensiveMove rookEndgame long
IDyDB,pawnEndgame long
IE7Ow,fork short
IEO9U,short
IEWVR,hangingPiece long
IEgDU,mateIn1 mate oneMove
IF6Cf,veryLong
IFCDk,short
IFZN0,mateIn3 mate long
IFmjA,mateIn1 mate oneMove
IGBIb,mateIn2 mate backRankMate short
IGDmL,kingsideAttack short
IGjIX,mateIn1 mate oneMove
IGsGe,mateIn1 mate oneMove
IHEiK,deflection long
IHMgd,attraction sacrifice fork long
IHRAk,short
IHTsv,long
IHoFC,mateIn2 mate short
IIAZP,defensiveMove short
IIEtf,mateIn2 mate short
IILsf,mateIn2 mate doubleBishopMate bishopEndgame short
IJ9EH,attraction deflection clearance veryLong
IJCuH,quietMove pawnEndgame short
IJqRM,pin short
IK9Sn,mateIn1 mate oneMove
IKMVB,defensiveMove long
IKR9i,mateIn1 mate kingsideAttack oneMove
IKYyY,short
IKg7B,discoveredAttack short
IKw68,mateIn1 mate oneMove
ILKAG,mateIn2 mate short
ILp8z,fork long
ILx0W,mateIn2 mate hangingPiece short
IM16W,hangingPiece long
IMC60,deflection pin long
IMUVz,pawnEndgame long
IMm19,discoveredAttack short
IMuZt,mateIn2 mate attraction short
INLHN,fork short
INbLz,fork long
INcKT,discoveredAttack short
INkBi,discoveredAttack long
INo2Q,discoveredAttack short
INoVx,mateIn2 mate short
INwjn,mateIn1 mate oneMove
INzhV,kingsideAttack short
IOGZb,exposedKing veryLong
IOSGH,short
IOgjm,attraction sacrifice kingsideAttack long
