PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,GameDate
Afs2b,1r1qrk2/pp6/2pb1pQ1/8/3P4/2PB3P/P4PP1/1R4K1 b - - 0 26,e8e7 d3c4 e7g7 g6h6 f8e8 h6g7,1662,143,100,52,middlegame,https://lichess.org/dFQbmDUz/black#52,,,2026-06-01
Aftvv,r4rk1/pp1qbp1N/3p2pQ/2p5/3P4/8/PPP1nPKP/R1B2R2 w - - 2 16,h7f8 d7g4 g2h1 g4f3,1593,83,100,40,middlegame,https://lichess.org/voj752Ba#31,Sicilian_Defense Sicilian_Defense_Other_variations,,2026-06-02
AgQ4k,1r4k1/4ppbp/n2p2p1/q1pP4/4P3/PrN2N2/1PQ2PPP/RR4K1 w - - 5 18,f3d2 b3b2 b1b2 b8b2 c2b2 g7c3 d2c4 c3b2,2204,77,100,97,middlegame,https://lichess.org/ZAU2dDmv#35,Benko_Gambit_Declined Benko_Gambit_Declined_Main_Line,,2026-06-02
Agq9e,8/5p2/p3k1pp/1p6/4KPPP/1P6/P7/8 b - - 0 46,f7f5 g4f5 g6f5 e4d4 b5b4 d4c5,1795,82,100,36,endgame,https://lichess.org/eXdufkpV/black#92,,,2026-06-06
Ah0Y1,8/p4pk1/4r3/8/1PP5/P2B1pP1/1b4RP/7K w - - 0 34,g2b2 e6e1 d3f1 e1f1,1141,257,100,9,endgame,https://lichess.org/yS8AC7SX#67,,,2026-06-05
AhzDO,R2R4/6pk/p6p/2p3r1/3pK2P/r5P1/5P2/8 b - - 0 40,g5g4 e4f5 a3f3 f5g4,1269,290,100,1,endgame,https://lichess.org/j2vDIbOS/black#80,,,2026-06-03
Ai2EJ,r1b3Qk/p1q1b1pr/3p1n1N/8/4P3/4P2P/PPP3P1/R4RK1 b - - 2 18,f6g8 h6f7,1313,297,100,18,middlegame,https://lichess.org/SZhi20L7/black#36,Philidor_Defense Philidor_Defense_Lion_Variation,,2026-06-06
AiSHn,4rk2/3Q1pp1/1pP3p1/3p3q/3Pp2r/P3P3/1P3PP1/R4RK1 w - - 3 28,f2f4 h4h1 g1f2 h1h2 d7d6 f8g8,2002,159,100,18,endgame,https://lichess.org/Lu5hyOjT#55,,,2026-06-05
AiTtF,r1b4r/pp1q1kb1/2n1pnpp/8/Q2P4/2N1BN1P/PP3PP1/3R1RK1 b - - 5 15,c6e7 f3e5 f7g8 e5d7,1111,221,100,4,middlegame,https://lichess.org/FzokQyHB/black#30,English_Opening English_Opening_Anglo-Scandinavian_Defense,,2026-06-05
AiVWI,3r1r2/1p2b1pR/p2kB1Q1/8/8/1P2P1P1/P2q1PP1/2R2K2 w - - 3 25,e6c8 f8f6 g6c2 f6f2,1739,86,100,65,middlegame,https://lichess.org/v3bC1hLM#49,,,2026-06-02
Aiav4,8/8/5pp1/b1p1p2p/2k1PPPP/2P5/2KB4/8 b - - 0 39,h5g4 f4f5 g6f5 h4h5 g4g3 h5h6 a5c3 h6h7 c3d2 h7h8q,1945,110,100,23,endgame,https://lichess.org/4UmEEkCQ/black#78,,,2026-06-01
AilGW,k4Q2/2p2p2/p6p/3rq1p1/8/8/P4PPP/1R4K1 b - - 1 31,a8a7 f8b8,884,103,100,32,endgame,https://lichess.org/UyNbjFht/black#62,,,2026-06-04
Aj3hJ,5k2/8/6K1/6P1/p4r2/Pp5R/8/8 w - - 0 48,g6h7 b3b2 h3h1 f4h4 h1h4 b2b1q,1558,135,100,21,endgame,https://lichess.org/YqTS9851#95,,,2026-06-04
Aj8f4,8/6pp/p1k2p2/P2R4/2PK2P1/8/r6P/8 w - - 1 36,d5d8 a2d2 d4e3 d2d8,1081,232,100,21,endgame master,https://lichess.org/tIbpz2wm#71,,,2026-06-06
AjFIS,r3kb1r/pppn1ppp/4pn2/7q/2B3b1/P1NP3P/1PP1NPP1/R1BQK2R w KQkq - 1 9,e2g3 g4d1 g3h5 d1h5,1769,75,100,62,opening,https://lichess.org/TDICHDFC#17,Scandinavian_Defense Scandinavian_Defense_Main_Line,,2026-06-04
Ajaxh,2q3k1/5ppp/8/3p4/2p2PP1/Q3P2P/4K3/8 b - - 0 42,c8c7 a3a8 c7b8 a8b8,927,107,100,33,endgame,https://lichess.org/Zdm8ZYO6/black#84,,,2026-06-01
Ajl8B,3rr1k1/1pq2pp1/p1p2n1p/5B2/Q7/2P2PP1/PP3PK1/3RR3 b - - 1 22,f6d5 e1e8 d8e8 d1d5 b7b5 d5d7,1779,84,100,55,middlegame,https://lichess.org/bReWa7x0/black#44,,,2026-06-03
AkSH7,1k6/8/r2p1R2/4p3/8/4K3/P4P2/8 w - - 0 39,e3e4 d6d5 e4f5 a6f6 f5f6 d5d4,1705,77,100,73,endgame,https://lichess.org/f3NsrTN1#77,,,2026-06-03
Akhx1,8/8/7K/p3k2P/8/8/8/8 b - - 0 77,a5a4 h6g6 e5e4 h5h6 a4a3 h6h7 a3a2 h7h8q,1740,76,100,63,endgame,https://lichess.org/zy0zQyhk/black#154,,,2026-06-03
Akuo2,4r1k1/p2Q1ppp/2p2q2/2b5/5B2/2P2BPb/P4P1P/R5K1 b - - 1 20,e8d8 d7h3 f6c3 a1d1 d8d1 f3d1 c3e1 h3f1 c5f2 g1g2 e1f1 g2f1,2214,113,100,19,middlegame,https://lichess.org/v8lL5xVU/black#40,,,2026-06-07
Al4cJ,r2qk2r/pp3ppp/2nb4/2pQ4/8/5N2/PPP2PPP/RNB1K2R w KQkq - 0 10,e1g1 d6h2 g1h2 d8d5,996,83,100,55,opening,https://lichess.org/hWkZnIql#19,French_Defense French_Defense_Exchange_Variation,,2026-06-03
Al6jD,r4rk1/5pp1/p1p4p/1p2Q3/P7/1BP2R1P/1P4PK/1q6 b - - 3 29,b1b2 f3g3 g7g5 h3h4 a8e8 e5f6 b2b3 h4g5,2522,112,100,30,endgame,https://lichess.org/fiH7sSOw/black#58,,,2026-06-01
AlEMH,r5r1/bbp2p2/p3p2k/Pp6/1P1P1P2/2P5/2B3QP/R4RK1 w - - 1 27,g2g8 a8g8 g1f2 g8g2 f2e3 g2c2,1217,116,100,42,middlegame,https://lichess.org/S4oFddJs#53,,,2026-06-01
Aljw3,4r1k1/4rp2/p6p/6p1/3N2n1/P1P4R/1P3KP1/1R6 w - - 5 50,f2g1 e7e1 b1e1 e8e1,872,140,100,13,endgame,https://lichess.org/HwUOm29K#99,,,2026-06-06
Alsew,7k/2Q2pp1/p5qp/1p6/5B2/1P3n1P/P2R2PK/4r3 w - - 6 35,g2f3 g6g1,775,131,100,38,endgame,https://lichess.org/zh9sPOiv#69,,,2026-06-01
AlzUf,5k1r/2p5/2N2P2/3PP2p/4PK2/r7/3nB2P/8 b - - 1 40,h8g8 e5e6 g8g4 e2g4,1823,172,100,17,endgame,https://lichess.org/6Ob3xs6V/black#80,,,2026-06-05
AmIFE,rn1q1rk1/1p3ppp/p2b1n2/2p2b2/8/1BNP1P2/PPP1N1PP/R1BQ1RK1 w - - 0 11,c1f4 d6f4 e2f4 d8d4 f1f2 d4f4,1194,142,100,24,opening,https://lichess.org/enr3EbAl#21,Sicilian_Defense Sicilian_Defense_Closed,,2026-06-06
AmWJz,5r1k/ppq3pp/2b5/3Q4/2P1P3/3P2bP/P5B1/R1B4K w - - 1 24,d5c5 f8f1 g2f1 c6e4 d3e4 c7c5,1366,110,100,15,middlegame,https://lichess.org/EiZMOjNc#47,,,2026-06-07
Amfpj,1rr4k/6q1/1p3N2/4Q3/bbPP4/p3P2P/P4P2/K1R5 b - - 0 37,b6b5 e5h5 g7h6 h5h6,1172,209,100,3,middlegame,https://lichess.org/7t8DJHjA/black#74,,,2026-06-04
An4hk,1r6/1q3p1k/R3pnpp/1P1p4/3Q4/6P1/P4PKP/8 b - - 1 33,f6e4 a6a7 e4d6 a7b7,1307,78,100,84,endgame,https://lichess.org/LKxeyJR1/black#66,,,2026-06-05
AnF7s,6rk/p4p2/1p5p/3p1P2/3P2q1/2PBQ1P1/P4KP1/8 b - - 0 39,h8g7 f5f6 g7f6 e3e5,1946,76,100,150,endgame,https://lichess.org/X5gg0LIL/black#78,,,2026-06-04
AnTEb,r4k1r/1p2qPp1/p3bn1p/2p5/P1B2Q2/2N1P2P/1P3PP1/R3K2R w KQ - 1 20,e1g1 g7g5 f4g3 e6c4,1776,83,100,39,middlegame,https://lichess.org/btTsG2bh#39,,,2026-06-05
AnUre,8/7R/8/7p/r3Bppk/8/6PK/8 w - - 0 50,e4g6 g4g3 h2g1 a4a1 g6b1 a1b1,1450,229,100,5,endgame,https://lichess.org/bO5gl3jz#99,,,2026-06-08
AnkaT,q3k2r/2pb1ppp/2n1p3/3pP3/1b1P4/r1NBB1P1/P2Q1P2/2R2K1R b k - 5 18,a3a2 d2a2 a8a2 c3a2,1367,84,82,62,middlegame,https://lichess.org/5AXOJAw9/black#36,French_Defense French_Defense_Advance_Variation,,2026-06-01
AnwCE,2b2rQk/pp4pp/7N/2q5/1p6/7P/PP4P1/4R2K b - - 6 27,f8g8 h6f7,940,116,100,16,endgame,https://lichess.org/NJO2Up59/black#54,,,2026-06-01
AnwmI,r3kb2/2q2p2/p1b5/3pp1PR/1p4Q1/1P2BpN1/P1P5/2K5 b q - 1 27,a8c8 g5g6 c6b7 g6f7,2240,77,100,72,master middlegame,https://lichess.org/c486dIgb/black#54,,,2026-06-06
AoAov,4rn1k/pq3pnP/1p2pNpQ/2p1P3/P1P3P1/3r4/5P2/R4K1R b - - 4 40,e8d8 h6g7 h8g7 h7h8q,910,210,100,33,middlegame,https://lichess.org/PECcpVx6/black#80,,,2026-06-06
AoG9G,r1bq3k/pppp1Rpp/8/2n3Q1/2B5/2N1P3/PPP3PP/R5K1 b - - 0 14,d8g5 f7f8,1122,228,100,10,middlegame,https://lichess.org/2gFmgO19/black#28,Petrovs_Defense Petrovs_Defense_Modern_Attack,,2026-06-04
Aoag8,6k1/1p2p3/6p1/p1rPpp1p/7P/5P2/PPPbN1P1/1K1R4 b - - 5 24,c5d5 c2c4 d5d6 c4c5,2191,116,100,23,endgame,https://lichess.org/8O4f3MWc/black#48,,,2026-06-05
AosHP,r1bq3r/pp1pbBp1/2n2k1p/3Qp1B1/4P2P/5N2/PP3PP1/R3K2R b KQ - 2 15,h6g5 h4g5,1089,97,100,53,middlegame,https://lichess.org/y9jcFtsE/black#30,Sicilian_Defense Sicilian_Defense_Open,,2026-06-06
AoxrC,8/8/5k2/p1r4p/Pp6/1P2R2P/3K4/8 w - - 2 50,d2d3 c5c3 d3d4 c3e3 d4e3 f6f5,2323,117,100,25,endgame,https://lichess.org/78jbD2WQ#99,,,2026-06-04
Ap2bj,4r2k/6pp/p2R4/Bpr2p2/2p5/P4P1P/1bP3P1/3R3K b - - 1 34,b2e5 d6e6 c5c8 e6e8 c8e8 d1e1,2069,116,100,30,endgame,https://lichess.org/N5LR95di/black#68,,,2026-06-03
ApnO0,2q3k1/2bbQppp/4p3/1p6/1B1PB3/2P2P2/6PP/6K1 b - - 4 33,c7d8 e7f8,1500,500,100,17,endgame,https://lichess.org/7AwZfQpw/black#66,,,2026-06-08
Apocf,5r1k/5N2/p3Q3/2KP1P2/P4q1p/2P5/8/8 b - - 3 39,h8g7 e6g6,1278,77,100,106,endgame,https://lichess.org/dT8OxjRd/black#78,,,2026-06-02
AqEbR,1r6/2pk1p2/3n2p1/p1R4p/P1P4P/3NP1P1/1K3P2/8 w - - 1 33,b2c3 d6e4 c3c2 e4c5,1165,274,100,2,endgame master,https://lichess.org/V5z9gE0o#65,,,2026-06-07
AqQ37,8/4P3/2pk2R1/8/6p1/2q5/P2p4/4RK2 b - - 1 41,d6c5 g6c6 c5c6 e7e8q,1774,233,100,4,endgame,https://lichess.org/XpakPuGZ/black#82,,,2026-06-07
Aqhm3,r4kr1/p4p2/1pp2P1p/8/2bq2nP/2NB2p1/PPP1Q1P1/R4R1K b - - 4 25,c4d3 e2e7,1180,230,100,9,middlegame,https://lichess.org/aTTdHq05/black#50,,,2026-06-07
ArGd5,1r2r1k1/2q2ppp/3Rp3/2p5/8/1p2PQ1P/PB4P1/5RK1 b - - 0 26,c7d6 f3f7 g8h8 f7g7,1199,136,100,20,endgame,https://lichess.org/RXu2eH9E/black#52,,,2026-06-07
ArGxr,r1b4r/pp1qbpk1/2p5/3p2p1/Q7/2PB2P1/PP2PP1P/2BR1RK1 w - - 4 21,a4d4 e7f6 d4f6 g7f6,868,237,100,12,middlegame,https://lichess.org/Fgt7Dh68#41,,,2026-06-04
ArV4L,r1bq1k1r/2p2pb1/p2p4/1p3n1p/2nP1Q2/2N2N1B/PPP2B1P/2KR1R2 w - - 0 17,h3f5 g7h6 f4h6 h8h6,1204,97,100,21,middlegame,https://lichess.org/nF3Pk0j6#33,Modern_Defense Modern_Defense_Standard_Line,,2026-06-04
ArWWl,r4rk1/p1q2ppp/2p1bB2/2p5/8/2NP2b1/PPP1B1P1/R2QK2R w KQ - 1 15,e1d2 c7f4,1214,196,100,6,middlegame,https://lichess.org/lrnM4vwW#29,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,,2026-06-04
Ark7e,2r2rk1/1p1b1pQp/p5p1/3p4/P2N4/1P2R2P/1BPq1PP1/6K1 b - - 3 24,g8g7 d4f5 g7g8 f5e7,2033,88,67,30,master masterVsMaster middlegame,https://lichess.org/O0HMAZz1/black#48,,,2026-06-05
As0TS,8/7p/8/1p2B1P1/2k1pP2/2P1n3/3K4/8 b - - 1 45,e3d5 f4f5 d5e7 f5f6 e7g6 f6f7,1223,80,82,54,endgame,https://lichess.org/P1Y25rvv/black#90,,,2026-06-02
As7Vz,r1b2rk1/ppp2ppp/4p1q1/2PpP3/5P2/1P1Pn3/P1Q1B1PP/RN3RK1 w - - 1 18,c2d2 g6g2,1107,238,100,2,middlegame,https://lichess.org/6Pf9dZ07#35,Bird_Opening Bird_Opening_Dutch_Variation,,2026-06-01
AsH9b,6k1/1p5p/1p1N2p1/1P1pP3/5PRK/4r3/2r4P/8 b - - 3 36,g8g7 d6f5 g7f7 f5e3 c2h2 h4g3,1529,128,100,21,endgame,https://lichess.org/3iAN9XHZ/black#72,,,2026-06-07
AsPmC,3r2k1/ppN2p1p/2p3p1/8/1n2n1P1/1P2P2P/1b2K2B/R4B1R w - - 2 23,a1a7 d8d2 e2f3 d2f2 f3e4 f7f5 g4f5 g6f5,2083,91,100,29,middlegame,https://lichess.org/bKQQaEL0#45,,,2026-06-03
AsRuH,r3r1k1/2B2pb1/p5pp/1p1pn2q/6n1/P1P1PN2/1P1N1P2/1BR1RQK1 w - - 0 22,f3e5 h5h2,1133,197,100,8,middlegame,https://lichess.org/2aM7wTou#43,,,2026-06-05
AsVO0,r5k1/5Pp1/4p3/3pP2B/1p1p1P1K/3q3P/2r5/1N2Q3 b - - 0 33,g8f8 e1b4 c2c5 b4c5,1205,249,100,4,endgame,https://lichess.org/3piRPSg8/black#66,,,2026-06-06
AskFy,8/8/6pk/7p/8/5KPP/8/8 b - - 0 52,g6g5 f3e4 g5g4 h3h4 h6g6 e4e5,2145,80,100,53,endgame,https://lichess.org/3qRadheA/black#104,,,2026-06-03
Asq2z,8/8/1p3B2/p3p3/P3ppk1/3qPP2/2r1N3/4QK2 b - - 0 44,e4f3 e1h4 g4f5 h4h7 f5f6 h7d3,1942,80,100,54,endgame,https://lichess.org/49stwGqv/black#88,,,2026-06-05
At8Li,6k1/p5p1/4P2p/3Q4/2p5/8/P5PK/4q3 b - - 3 38,c4c3 e6e7 g8h7 d5f5,1829,75,100,66,endgame,https://lichess.org/6WwO4N5T/black#76,,,2026-06-02
AtMSY,r4rk1/1b3pp1/pn5p/2p1qN2/1b2P3/1Q6/R1B1RPPP/1N4K1 b - - 3 25,b7d5 e4d5 e5e2 f5h6 g7h6 c2h7 g8h7 a2e2,2077,77,100,72,middlegame,https://lichess.org/ybfB7cbt/black#50,,,2026-06-03
AtvxQ,4kr2/3p1p2/5Q2/p2bP2p/3P1R1P/3B4/3q2P1/6K1 w - - 3 28,d3b5 d2g2,1191,212,100,8,endgame,https://lichess.org/WXJkvgO8#55,,,2026-06-01
AuaDW,1k3r1r/1pp5/p4qp1/4R3/PP1Q4/7P/5P2/4R1K1 b - - 0 28,b7b6 e5e8 b8b7 d4f6 f8f6 e8h8,1470,86,100,63,endgame,https://lichess.org/26W1F9yZ/black#56,,,2026-06-03
AufpA,6k1/3q1pb1/1P1p2p1/3Nr3/2Q1P2p/7r/4R1P1/4R2K w - - 0 37,g2h3 d7h3 e2h2 h3f3,1117,98,100,41,master middlegame,https://lichess.org/wUzNMfLw#73,,,2026-06-05
Av3AS,6k1/1p4pp/2p5/p1Pp1r2/P2QpPq1/4P3/1P6/2R2R1K w - - 1 27,c1c2 f5h5 c2h2 g4e2 h2h5 e2f1 h1h2 f1e2 h2g3 e2h5,2522,87,100,73,endgame,https://lichess.org/Bjkkj3Ym#53,,,2026-06-03
AvEm2,1k1rb2r/1pp1q3/p3p3/P2pPn1p/5pp1/2NQ4/2P2BPP/1R3RK1 b - - 1 24,b8a8 b1b7 a8b7 f1b1 b7c8 d3a6,1812,246,100,2,middlegame,https://lichess.org/HVXEmwTm/black#48,,,2026-06-07
AvmH1,1BR5/1p3p1k/6p1/p4q1r/3p3p/4nP1P/PP1Q1NPK/8 w - - 3 39,c8d8 e3f1 h2g1 f1d2,1160,127,100,28,middlegame,https://lichess.org/AAsQSFB7#77,,,2026-06-02
Aw0p4,k1r5/1br1qpb1/R3p1p1/n2pP3/B2P3p/P2QBN1P/5PP1/1R4K1 b - - 0 28,b7a6 d3a6 c7a7 a6c8,1674,122,100,15,middlegame,https://lichess.org/RnYBTgzY/black#56,,,2026-06-05
Aw1HX,8/4qk2/4p1p1/5p2/P3p3/1RQ1P1KP/5P2/3r4 w - - 1 40,a4a5 e7g5 g3h2 g5g1,1522,161,100,18,endgame master,https://lichess.org/J1bcT67v#79,,,2026-06-07
AwFIU,5r1k/pp3pnp/3p4/2rN1P2/3P2Q1/7P/Pq6/R5RK b - - 0 24,c5d5 g4g7,1008,128,100,19,middlegame,https://lichess.org/TCV1NB6S/black#48,,,2026-06-02
AwWSE,5R2/2b2pp1/2Pk2p1/4p3/p2pB1P1/3P4/5PKP/r7 b - - 3 41,a4a3 f8f7 a3a2 f7d7,1566,193,100,5,endgame,https://lichess.org/Vhw6sZDe/black#82,,,2026-06-07
AwZHy,8/p7/3ppQpk/3q3p/3P3P/8/5PPK/8 b - - 4 31,a7a5 f6h8,1626,98,100,56,endgame master,https://lichess.org/90lknvC0/black#62,,,2026-06-07
Awfmn,3q2k1/p1p2p2/3r3p/5Qp1/4P3/1P3P2/P5PP/1R1r1R1K w - - 1 38,e4e5 d1f1 b1f1 d6d1 f5b1 d1b1,1348,109,100,24,endgame,https://lichess.org/802PeuLb#75,,,2026-06-08
Awg5u,5R2/1k4p1/1B5p/2P5/5pK1/4p3/6rP/8 w - - 0 48,g4f4 g2f2 f4e3 f2f8,1124,229,100,15,endgame,https://lichess.org/AxgZmRtb#95,,,2026-06-07
Awlfn,r1bqr1k1/3nbpp1/2pp1n1p/p3pNB1/2B1P3/P1N5/1PPQ1PPP/R3K2R b KQ - 1 12,h6g5 d2g5 e7f8 f5h6 g8h7 h6f7,1676,111,100,28,middlegame,https://lichess.org/Evsfp8zS/black#24,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,,2026-06-07
Awq3U,4r3/pp1q1pk1/6p1/3p4/3P1Q1R/2N1r3/PP4KP/8 b - - 1 32,d7f5 f4h6 g7f6 h4f4,1509,83,100,66,endgame master,https://lichess.org/ORmZr0OW/black#64,,,2026-06-04
AxIN6,2r5/p4pk1/bp2pqpp/n2PN3/8/6P1/PP1Q1PBP/4R1K1 b - - 0 21,e6d5 e5g4 f6g5 d2d4,1758,119,100,18,middlegame,https://lichess.org/ZifxaYaV/black#42,,,2026-06-03
AxP4W,r3rbk1/1pp2pp1/p4R1p/4P3/P1q5/2N4P/1PP4K/R3Q3 b - - 0 18,g7f6 e1g3 f8g7 e5f6 e8e2 c3e2 c4e2 h2g1,1854,214,100,14,middlegame,https://lichess.org/BH18UnQ4/black#36,Philidor_Defense Philidor_Defense_Other_variations,,2026-06-08
AyBWS,2k5/pbb2pr1/8/2R1p3/1p2n3/1B3N2/PP3PPP/4R1K1 w - - 0 31,e1c1 e4c5 c1c5 b7f3,1300,81,100,92,middlegame,https://lichess.org/Un4RoI0Y#61,,,2026-06-05
AyJ6S,4q1k1/5pp1/2p1P2p/1pPp1B2/2nP4/5PP1/4QPK1/8 b - - 2 33,g7g6 e6f7 e8f7 f5e6,1177,76,100,139,endgame,https://lichess.org/O2J7qrGp/black#66,,,2026-06-01
Az0hY,1r2r1k1/1b3p1p/p3q1pB/1p1Np3/4B1Qb/2P3P1/PP3P1P/3R2K1 b - - 0 25,h4f6 g4e6 e8e6 d5f6 e6f6 e4b7 g6g5 h6g5,1632,198,100,3,middlegame,https://lichess.org/yTaOz7tq/black#50,,,2026-06-07
Az9yD,rn3k2/pp3ppB/2pb3p/3b4/3P1BP1/5P1q/PPPQ4/4R1K1 b - - 0 21,d6f4 d2b4 c6c5 b4c5 f4d6 c5d6,1782,78,100,49,middlegame,https://lichess.org/DXFDDzF7/black#42,,,2026-06-03
AzEJb,8/7R/p7/8/6P1/1P4k1/4n3/r4RK1 w - - 3 51,g1h1 a1f1,906,162,100,14,endgame,https://lichess.org/7DIdf5fq#101,,,2026-06-02
AzGmJ,2r5/Q3n2p/5pk1/3p2p1/8/1P2PN2/PqR2PPP/2R3K1 w - - 8 27,c2b2 c8c1 f3e1 c1e1,1030,338,100,10,endgame,https://lichess.org/ca9TOqeF#53,,,2026-06-06
AzZ8M,2b4r/1pp3pp/p6k/8/4B1PP/bP2P3/nBP5/1K3R2 w - - 2 22,b2a3 a2c3 b1c1 c3e4,1068,100,100,38,endgame,https://lichess.org/HxiAkgdF#43,,,2026-06-02
Azl4W,8/8/p7/Pp1p2p1/1P1P2k1/6P1/5K2/8 b - - 3 54,g4h3 f2f3 g5g4 f3f4 h3g2 f4g4,1130,310,100,9,endgame,https://lichess.org/IP4RjTv8/black#108,,,2026-06-08
B0UO2,r6r/1p2kp2/p2b3p/3Np3/2q5/8/P2Q2PP/5R1K b - - 1 25,e7e6 f1f6 e6d7 d5b6 d7e8 b6c4,1318,79,100,155,middlegame,https://lichess.org/Ggyxc0Z0/black#50,,,2026-06-01
B0cPt,8/8/4pkP1/p2p3K/Pp1P1N2/1P6/5b2/8 w - - 1 50,f4e6 f6e6 g6g7 e6f7 h5h6 f7g8,1506,90,100,52,endgame,https://lichess.org/sGMeMxZA#99,,,2026-06-04
B0o5H,r6r/1Q1R4/1p4pk/p1p5/2B3q1/PP6/5P1K/5R2 w - - 6 34,f1h1 a8f8 b7g2 g4d7 h2g1 h6g7,2575,83,100,50,middlegame,https://lichess.org/3ngOmyF7#67,,,2026-06-02
B0rPk,2r2rk1/5pp1/p1q1p2p/1p6/4N3/bP3Q1P/2P2RP1/5R1K b - - 1 26,a3c5 e4f6 g8h8 f3d3 g7g6 d3d2,2256,98,100,37,middlegame,https://lichess.org/0jpqd8wn/black#52,,,2026-06-03
B19Tk,r2kr3/pp2R3/1qp5/3p1B2/3P1Q2/8/PPP2PPP/6K1 b - - 0 24,e8e7 f4d6 d8e8 f5g6,1722,94,100,21,endgame,https://lichess.org/mm6XzPXs/black#48,,,2026-06-05
B1Vcv,8/7k/3q3n/p1ppNb2/3P1Q2/2P2P2/PP3K1P/8 b - - 1 35,f5e6 f4f6 h6f5 f6g6,2118,93,100,28,endgame,https://lichess.org/wTKiFOve/black#70,,,2026-06-04
B1dVd,8/4Q2k/1p1pN1n1/3Pp3/1PP1q1p1/6P1/4r2P/6K1 b - - 5 38,h7h6 e7g7 h6h5 g7h7,1207,144,100,13,endgame master,https://lichess.org/dFDkeRMC/black#76,,,2026-06-06
B1tkr,1r4kR/pp4p1/2n1pqQ1/3p2N1/8/2P4P/PP4P1/7K b - - 1 35,g8h8 g6h7,1364,129,100,31,endgame,https://lichess.org/QkAQjoje/black#70,,,2026-06-06
B26fO,r6k/1p6/p1p1p1Q1/4q1n1/1P2nR2/P5P1/7K/8 b - - 0 29,a8g8 f4h4 g5h7 h4h7,1442,196,100,7,endgame,https://lichess.org/5gB20iWr/black#58,,,2026-06-06
B28aD,rn1q1rk1/pp3ppp/2p3P1/8/1b1Pp2P/4P3/PP1NBP2/R2QK2R b KQ - 0 16,f7g6 d1b3 g8h8 b3b4,1415,81,100,87,middlegame,https://lichess.org/FP7qEgsr/black#32,Semi-Slav_Defense Semi-Slav_Defense_Other_variations,,2026-06-05
B2mAQ,5r1k/p1R3p1/6Qp/1p6/6n1/8/1q3PPP/3R2K1 w - - 4 30,g6g4 b2f2 g1h1 f2f1 d1f1 f8f1,1126,149,100,25,endgame,https://lichess.org/fFaf8lbe#59,,,2026-06-01
B3ZaV,2kr4/Rpp3b1/7p/4ppp1/8/1P1rB1P1/1P3PKP/R7 b - - 2 23,d3b3 a7a8 c8d7 a1d1,1049,81,100,44,endgame,https://lichess.org/5oj7nGl5/black#46,,,2026-06-03
B3cLT,4r1k1/1p2bppp/1pbp1n2/4r3/2P4B/2N2B2/PP3PPP/3RRK2 w - - 6 18,c3d5 f6d5 e1e5 d6e5 h4e7 d5e7,1841,79,100,74,middlegame,https://lichess.org/g0ldayMf#35,English_Opening English_Opening_Symmetrical_Variation,,2026-06-07
B3ew6,R4bk1/5pp1/5P2/6P1/2p5/1r2r3/2K5/7R b - - 0 42,e3g3 a8f8 g8f8 h1h8,1668,75,100,82,endgame,https://lichess.org/UKGSREwQ/black#84,,,2026-06-05
B3n8Y,rn1qr1Qk/ppp3pp/3b1p1N/8/3P1B2/1P6/PP4PP/R4RK1 b - - 7 18,e8g8 h6f7,1021,181,100,4,middlegame,https://lichess.org/GnmVGlbe/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense,,2026-06-05
B3oEC,r2q1rk1/5pp1/p3bn1p/1pP1p3/1P1nP3/P1NP1B1P/4N1P1/1R1Q1RK1 w - - 2 23,e2d4 d8d4 g1h2 d4c3,1275,291,100,27,middlegame,https://lichess.org/l0Evmg8x#45,,,2026-06-05
B41kU,r2q1k1r/2p2ppp/pbp5/4R3/3P2b1/2N2N2/PP3PPP/R2Q2K1 b - - 2 14,b6d4 d1d4 d8d4 f3d4,1504,133,100,48,middlegame,https://lichess.org/OXsbxhEd/black#28,Ruy_Lopez Ruy_Lopez_Classical_Variation,,2026-06-07
B4VVU,8/2Q5/8/8/4n1pp/5n1k/8/7K w - - 18 109,c7b6 e4g3,1533,90,100,50,endgame,https://lichess.org/xVao91i7#217,,,2026-06-05
B4WJW,4r3/1pp2q1k/p5pp/2P1b3/1P1nQN1N/P5P1/6P1/4R1K1 b - - 5 32,e5f4 e4e8 f7e8 e1e8,1759,172,100,7,middlegame,https://lichess.org/vVGJMTak/black#64,,,2026-06-05
B4Zfe,1Q6/p4pkp/2q3p1/6r1/8/1P2P2P/P4PP1/5R1K w - - 1 27,b8a7 c6g2,1674,304,100,2,endgame,https://lichess.org/UnjgdCO0#53,,,2026-06-08
B4Zi7,r4rk1/2p3pp/p3pq2/1p1nb3/4Q3/1P6/PP3PPP/RNB1R1K1 w - - 2 16,e4e5 f6f2 g1h1 f2f1 e1f1 f8f1,1166,228,100,2,middlegame,https://lichess.org/9WVE7N7M#31,Ruy_Lopez Ruy_Lopez_Morphy_Defense,,2026-06-08
B4wkU,r4r2/1bq1np2/p2p1N1k/1pp1p3/4P2b/P1PP1Q2/BP4PP/R4RK1 b - - 2 25,e7g6 f3h5 h6g7 h5h7,1140,104,100,37,middlegame,https://lichess.org/wfNkNgik/black#50,,,2026-06-01
